"Issue ID","Issue Type","Summary","Description","Steps to Reproduce","Expected Result","Priority","Labels","Component","Status","Test Type","Preconditions"
"VWO-TC-1933","Test","Recording filter — case 33","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 33).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1934","Test","Recording filter — case 34","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 34).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1935","Test","Recording filter — case 35","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 35).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1936","Test","Recording filter — case 36","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 36).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1937","Test","Recording filter — case 37","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 37).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1938","Test","Recording filter — case 38","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 38).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1939","Test","Recording filter — case 39","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 39).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1940","Test","Recording filter — case 40","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 40).","1. Navigate to Recordings
2. Apply filter: device
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1941","Test","Recording filter — case 41","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 41).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1942","Test","Recording filter — case 42","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 42).","1. Navigate to Recordings
2. Apply filter: duration
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1943","Test","Recording filter — case 43","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 43).","1. Navigate to Recordings
2. Apply filter: U-turns
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1944","Test","Recording filter — case 44","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 44).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-1945","Test","Recording filter — case 45","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 45).","1. Navigate to Recordings
2. Apply filter: page URL
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Medium","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1946","Test","Recording filter — case 46","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 46).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","Low","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-1947","Test","Recording filter — case 47","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 47).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-1948","Test","Recording filter — case 48","Test filtering session recordings by duration, device, page visited, and rage clicks (scenario 48).","1. Navigate to Recordings
2. Apply filter: dead clicks
3. Review results","Recordings filtered correctly. Count updates. Applied filters shown as tags. Clear filter works.","High","recordings,filter,segmentation","Session Recordings","In Progress","Functional","User is logged in to app.vwo.com"
